index	code	severity	ratio	expected	transcript	missing_words	inserted_words
1032	prd023	repeat	0.476	opo, meron pa po tayong tatlong piraso na natitira sa store.	Kopo, meron paputayin tad lam pirasan na natitira sa store.	opo pa po tayong tatlong piraso	kopo paputayin tad lam pirasan
5	cls006	repeat	0.48	wag po kayong mag alala, babantayan ko mismo ang inyong order hanggang dumating.	Magpukoy mag-alala. Mabantayan kung mismo ang inyong order hang dandang matim.	wag po kayong babantayan ko hanggang dumating	magpukoy mabantayan kung hang dandang matim
135	dlv036	repeat	0.48	sakto po ang dating ninyo, ipapadala na namin ito mamayang hapon mismo!	Sakto po ang dating nyo, papadala namin to mama ang hapon nis mo.	ninyo ipapadala na ito mamayang mismo	nyo papadala to mama ang nis mo
147	dlv048	repeat	0.48	madali lang po hanapin ang address ninyo kaya mabilis po itong makakarating.	Madali lang po hanapin ng adesin nyo kaya mag-base po ito makakateng.	ang address ninyo mabilis itong makakarating	ng adesin nyo mag base ito makakateng
201	dlv102	repeat	0.48	ipapadala ko po sa messenger ang screenshot ng resibo mula sa courier.	Ipapagdala ko sa Messenger ang screenshot na na-received mo la sa career.	po ipapadala ng resibo mula courier	ipapagdala na na received mo la career
209	dlv110	repeat	0.48	ipapalagay ko po sa kahon na fragile para mas mag ingat ang magdedeliver.	Ipapadoday ko po sa kakakuna, Fredel, para mas matingyat ang mag-deliver.	ipapalagay kahon na fragile ingat ang magdedeliver	ipapadoday kakakuna fredel matingyat ang deliver
216	dlv117	repeat	0.48	hintayin niyo na lang po ang text ni shopee tungkol sa delivery ninyo.	Pintayin nilang po ang text na siya apitong ko sa delivery ninyo.	hintayin niyo na lang ni shopee tungkol	pintayin nilang na siya apitong ko
237	dlv138	repeat	0.48	kasama po ba sa loob ng subdivision ang address na binigay ninyo?	Kasama po ba sa lob na ang sub-division ng AIStaff binigay nyo?	loob subdivision ang address na ninyo	lob na ang sub division aistaff nyo
287	eng038	repeat	0.48	our business hours are from eight am until five pm daily.	Our business hours are from 8 a.m. on to 5 p.m. daily.	eight am until five pm	8 a m on to 5 p m
310	fup001	repeat	0.48	napag isipan niyo na po ba yung tungkol sa inalok ko sa inyong item?	Napadisipan nila po ba antong po sa inaloko sa inyong item?	napag isipan niyo na yung tungkol inalok ko	napadisipan nila antong po inaloko
469	grt060	repeat	0.48	hello po! si sarah pala ito, handang tumulong sa inyong mga katanungan.	Pero po ang sasara para ito, handang tumubyong sa inyong mga katanong man.	hello si sarah pala tumulong katanungan	pero ang sasara para tumubyong katanong man
523	num014	repeat	0.48	ten percent discount po ang makukuha ninyo kapag kinuha ninyo ang buong set.	10% discount po ang makukukahanin nyo kapag kinunghanin nyo ang bong set.	ten percent makukuha ninyo kinuha buong	10 makukukahanin nyo kinunghanin nyo bong
537	num028	repeat	0.48	seven pm po kayo tumawag ulit para malaman ang status ng order ninyo.	7 pimpu kayo tumawabulit para malaman na status ng order in nyo.	seven pm po tumawag ulit ang ninyo	7 pimpu tumawabulit na in nyo
622	obj013	repeat	0.48	humihingi po ako ng tawad kung hindi namin naabot ang inaasahan ninyo.	Kung may sinipu ako ng tawad kung hindi namin ahabot namin asahanin nyo.	humihingi po naabot ang inaasahan ninyo	kung may sinipu ahabot namin asahanin nyo
631	obj022	repeat	0.48	paumanhin, naiintindihan ko po na kailangan ninyo muna itong pag isipang mabuti.	Paomanhint, na hentindihan ko po na kailangan yung yung muna itong patisipang mabute.	paumanhin naiintindihan ninyo pag isipang mabuti	paomanhint na hentindihan yung yung patisipang mabute
702	obj093	repeat	0.48	nakatitiyak ako na magugustuhan din ng inyong asawa ang produktong napili ninyo.	Dahat iti akakon na mabubustong din ng inyong asawa ang produkong napihingin nyo.	nakatitiyak ako magugustuhan produktong napili ninyo	dahat iti akakon mabubustong produkong napihingin nyo
725	obj116	repeat	0.48	wag po kayong matakot, may return policy tayo kung hindi niyo magustuhan.	Mampu ka yung matakot, may return para si Tayo kung hindi niya magsukhan.	wag po kayong policy niyo magustuhan	mampu ka yung para si niya magsukhan
830	pay071	repeat	0.48	paki sigurado po na tama ang reference number na ilalagay ninyo sa form.	Ok, siguro ako natama ang reference number na iyaladayin nyo sa form.	paki sigurado po na tama ilalagay ninyo	ok siguro ako natama iyaladayin nyo
833	pay074	repeat	0.48	kung hindi po gumana ang gcash, subukan po nating gamitin ang maya.	Kung hindi po gamanan, G-tash, subukan po natin dami din na Maya.	gumana ang gcash nating gamitin	gamanan g tash natin dami din na
836	pay077	repeat	0.48	tatanggapin po ba ng rider ang eksaktong bayad o kailangan ninyo ng sukli?	Tapandopin po ba nang rider ang exakang bayat o kailangan yung nasuklee?	tatanggapin ng eksaktong bayad ninyo sukli	tapandopin nang exakang bayat yung nasuklee
941	prc082	repeat	0.48	kung idadagdag po natin yung accessories, aabot po tayo ng five thousand.	Po idat-adad po natin ang accessories, ahabot po tayo ng 5,000.	kung idadagdag yung aabot five thousand	po idat adad ang ahabot 5 000
979	prc120	repeat	0.48	bale twenty pesos lang naman po ang nadagdag kaya hindi masyadong mabigat.	Bari 20 pesos na naman po ang nadalidad paya hindi mas hardong mabigat.	bale twenty lang nadagdag kaya masyadong	bari 20 na nadalidad paya mas hardong
1095	prd086	repeat	0.48	susubukan ko pong hanapin sa system kung may paparating na bagong stocks.	Su-surbukan ko po ang hanapin sa system kung may papatating nabagbong status.	susubukan pong paparating na bagong stocks	su surbukan po ang papatating nabagbong status
1106	prd097	repeat	0.48	tingnan ko po sa kabilang branch natin kung meron silang stock niyan.	Tinggang ko po sa kabilyang branch natin kung may run siyang stack nyan.	tingnan kabilang meron silang stock niyan	tinggang kabilyang may run siyang stack nyan
113	dlv014	repeat	0.483	paumanhin po, ngunit kailangan po nating i reschedule ang delivery para bukas ng hapon.	Kaw manhingpok, monitid yang ang po na tinggi liste ang delivery para bukas ng hapon.	paumanhin ngunit kailangan po nating i reschedule	kaw manhingpok monitid yang ang na tinggi liste
439	grt030	repeat	0.483	hi po! si karen po ito, paano ko po maa assist ang concern niyo today?	Haipo siga'y ba ito? Paano ko po ma-assist ng concern nyo today?	hi po si karen maa ang niyo	haipo siga y ba ma ng nyo
744	obj135	repeat	0.483	naiintindihan ko po na mahirap magtiwala ngayon, kaya handa akong magbigay ng patunay.	Naintindihan ko po na mahilap mo tiwa lang ngayon. Tiya handa ako mo bigay ng patunay.	naiintindihan mahirap magtiwala kaya akong magbigay	naintindihan mahilap mo tiwa lang tiya ako mo bigay
845	pay086	repeat	0.483	kung nag fail po ang transfer, paki check muna ang balance ng inyong account.	Kung mag-faith po ang transfer, bakit check mo na ang balas na inyong aham.	nag fail paki muna balance ng account	mag faith bakit mo na balas na aham
1085	prd076	repeat	0.483	yung battery life po nito ay umaabot ng walong oras na tuloy tuloy.	Yung battery raise po nito ay ang abot ng 8 o'clock na ito may tulori.	life umaabot walong oras tuloy	raise ang abot 8 o clock ito may tulori
65	cls066	review	0.5	lubos po kaming nagpapasalamat sa inyong pagbili, magandang araw po sa inyo!	Lubus po kaminan, papasalamat sa inyong pabilik. Madendang hara po sa inyo.	lubos kaming nagpapasalamat pagbili magandang araw	lubus kaminan papasalamat pabilik madendang hara
74	cls075	review	0.5	maraming salamat po sa pag order, siguradong magugustuhan niyo po ang item na ito!	Parami, salamat sa pag-order. Sigurad na mabuso ang yung hi-ten na ito.	po maraming siguradong magugustuhan niyo item	parami sigurad na mabuso yung hi ten
84	cls085	review	0.5	maraming salamat po sa inyong pang unawa at pasensya, ingat po kayo palagi diyan!	Manami salamat sa inyong pag-unawa at pasensya. Dinyat po kaya pala di dyan.	po maraming pang ingat kayo palagi diyan	manami pag dinyat kaya pala di dyan
125	dlv026	review	0.5	sagot na po namin ang shipping fee kung sakaling magka problema ulit sa courier.	Sabudap mo namin ang shooting fee kung saka nang muda problema maulit sa courier.	sagot na po shipping sakaling magka ulit	sabudap mo shooting saka nang muda maulit
132	dlv033	review	0.5	yehey, pasok po ang order ninyo para sa aming free shipping promo!	Yay! Paso ko order nyo para sa aming free shipping prom mo!	yehey pasok po ang ninyo promo	yay paso ko nyo prom mo
166	dlv067	review	0.5	kapag sa metro manila lang po, kinabukasan ay nandiyan na agad ito.	Tapag sa Maito Manila lang po, dina bukasan ay nandyan na velito.	kapag metro kinabukasan nandiyan agad ito	tapag maito dina bukasan nandyan velito
217	dlv118	review	0.5	isang araw lang po ang inaabot kapag sa loob lang ng siyudad.	Isang karaw lang po ang inakabot na pagsalob lang ng sure dad.	araw inaabot kapag sa loob siyudad	karaw inakabot na pagsalob sure dad
244	dlv145	review	0.5	papunta na po ang aming sariling driver para ihatid ang inyong binili.	Bapunta na po kami sa iling driver para ihatil ng inyong binili.	papunta ang aming sariling ihatid	bapunta kami sa iling ihatil ng
279	eng030	review	0.5	we require a fifty percent downpayment before starting your custom order.	Repire 50% dump payment before starting your custom order.	we require a fifty percent downpayment	repire 50 dump payment
338	fup029	review	0.5	nandito lang po ako para mag assist sakaling kailanganin niyo ulit ang aming serbisyo.	Nandito lang po ako kaya mag-assist sa kaling telangan ninyuulay ng aming servicio.	para sakaling kailanganin niyo ulit ang serbisyo	kaya sa kaling telangan ninyuulay ng servicio
386	fup077	review	0.5	makakaasa kayong hindi namin ibibigay sa iba ang reserbang item na naka assign sa inyo.	Makakakasak ako yung hindi namin, ilibe kay sa iba akong the servile item na nakakasahin sa inyo.	makakaasa kayong ibibigay ang reserbang naka assign	makakakasak ako yung ilibe kay akong the servile nakakasahin
455	grt046	review	0.5	naku, pasensya na po sa paghihintay. medyo matagal lang po mag load ang system namin.	Nakukpasensyon na po sa padihin pay, medyo matagal ng pumaglad ng system namin.	naku pasensya paghihintay lang po mag load ang	nakukpasensyon padihin pay ng pumaglad ng
475	grt066	review	0.5	pakibigay naman po ang order id niyo para mahanap ko agad sa system.	Pakibigay nang magpo ang order idio para maharap coven sa system.	naman po id niyo mahanap ko agad	nang magpo idio maharap coven
532	num023	review	0.5	twelve thirty pm po mag uusap ang ating mga tauhan sa stockroom.	Yon 30 PM, pumag-usap ang ating mga tauhan sa stock room.	twelve thirty po mag uusap stockroom	yon 30 pumag usap stock room
636	obj027	review	0.5	sorry po, strict po kasi kami sa no refund policy kapag nabuksan na.	Sorry po, straight po kasi kami sa nori fan pa nais ikapan na buksan na.	strict no refund policy kapag nabuksan	straight nori fan pa nais ikapan buksan na
641	obj032	review	0.5	maaari ninyong basahin ang aming mga reviews upang kayo ay mas makasiguro.	Baka rin yung basahin at aming reviews pa kayo ay mas makasigubo.	mga maaari ninyong ang upang makasiguro	baka rin yung at pa makasigubo
671	obj062	review	0.5	wag po kayong mag alala na ma scam, may physical store po kami sa makati.	O'n pukayong mag-alala ng Mascam, may physical store pukami sa Makati.	wag po kayong na ma scam kami	o n pukayong ng mascam pukami
696	obj087	review	0.5	maniwala po kayo, malaking ginhawa ang maibibigay nito sa inyong pamilya.	Maniwana po kayo, malaking din hawa ang may bibigay nita sa inyong paniyah.	maniwala ginhawa maibibigay nito pamilya	maniwana din hawa may bibigay nita paniyah
752	obj143	review	0.5	wag po kayong mag alala, marami na kaming natulungan na may parehong problema sa inyo.	Kumpukay mo talala, maramin na halina-tulungan na may parehong problema sa inyo.	wag po kayong mag alala marami kaming natulungan	kumpukay mo talala maramin halina tulungan
753	obj144	review	0.5	ipapaubaya ko sa inyo ang pagpapasya dahil alam kong alam ninyo ang tama.	Papabay ako sa inyo ang pod baka siya dahil alam kung alan nyo ang tama.	ipapaubaya ko pagpapasya kong alam ninyo	papabay ako pod baka siya kung alan nyo
765	pay006	review	0.5	sige po, isesend ko na ang aming qr code para madali niyo i scan.	Sige po, isasend ko nang aming prayer code pa para madali nyo is fan.	isesend na ang qr niyo i scan	isasend nang prayer pa nyo is fan
795	pay036	review	0.5	ligtas po ang inyong bank details dahil secured ang aming online portal.	Litas po inyong bank details na yung secure dung aning online portal.	ang ligtas dahil secured aming	litas na yung secure dung aning
821	pay062	review	0.5	kapag maya po ang gamit, real time po pumapasok ang bayad ninyo.	Tapag maya po ang damit, well time pa pumapasok ang buying nyo.	kapag gamit real po bayad ninyo	tapag damit well pa buying nyo
854	pay095	review	0.5	maaari po ninyong ipadala sa anumang pera padala na malapit sa inyo.	Naari po nil ipandalas sa anang pere pandalan na malapit sa inyo.	maaari ninyong ipadala anumang pera padala	naari nil ipandalas anang pere pandalan
887	prc028	review	0.5	sulit po ang ibabayad niyo dahil pangmatagalan ang kalidad ng produkto natin.	Suwit po hibabain niyo dahil pang matagaran ng validad ng produkto natin.	sulit ang ibabayad pangmatagalan kalidad	suwit hibabain pang matagaran ng validad
926	prc067	review	0.5	ipadadala ko po sa inyo ang kumpletong breakdown ng mga babayaran niyo.	Tipadadan ako po sa inyo ang kompetong bait na ng mga babayano.	ipadadala ko kumpletong breakdown babayaran niyo	tipadadan ako kompetong bait na babayano
928	prc069	review	0.5	yung nakalagay po sa resibo ay ang mismong halaga na hinihingi namin.	Di na kailay po sa resebo ang mesmong halaga na hinigini namin.	yung nakalagay resibo ay mismong hinihingi	di na kailay resebo mesmong hinigini
937	prc078	review	0.5	kapag umorder po kayo ng higit sa sampu, bibigyan ko kayo ng wholesale rate.	Tapag umoder po kayo na naihidit sa sampo, bibigyan ko kayo ng full-serie.	kapag umorder ng higit sampu wholesale rate	tapag umoder na naihidit sampo full serie
959	prc100	review	0.5	kung bibilangin po natin lahat, pumatak po ng siyam na libo ang bill.	Pumbibianin po nating lahat, pumatak po nang shamda nibo ang bill.	kung bibilangin natin ng siyam na libo	pumbibianin nating nang shamda nibo
973	prc114	review	0.5	nakadepende po talaga sa layo ng inyong address ang babayaran sa courier.	Naka-dependipong talaga sa laya ng inyong adres ang babayalan sa career.	nakadepende po layo address babayaran courier	naka dependipong laya adres babayalan career
1024	prd015	review	0.5	pasensya na, medyo matagal pa bago mag restock niyan sa supplier.	Masensyon na, medy mo Tagalog pa bago mo ng AIStaff niyan sa supplier.	pasensya medyo matagal mag restock	masensyon medy mo tagalog mo ng aistaff
320	fup011	review	0.516	na receive ko po ang miss call ninyo kaya narito ako para tumawag pabalik.	Na-diseip ko po ang miss call in niyo kaya na rito ko para tomawad po balay.	receive ninyo narito ako tumawag pabalik	diseip in niyo na rito ko tomawad po balay
326	fup017	review	0.516	mag iiwan lang po ako ng mensahe dahil mukhang hindi po kayo available ngayon.	Mag-iwan ang po ako naman sa'ya dahil mo kong hindi po kayo available niya yun.	iiwan lang ng mensahe mukhang ngayon	iwan ang naman sa ya mo kong niya yun
340	fup031	review	0.516	sakali pong may kakilala kayong nangangailangan ng aming produkto, baka pwede niyo kaming irekomenda.	Sa halip po may kakilala kayo na nangaylangan ng aming produk po, baka pwede niyo kaming irikomenda.	sakali pong kayong nangangailangan produkto irekomenda	sa halip po kayo na nangaylangan produk po irikomenda
48	cls049	review	0.519	magandang araw po at maraming salamat sa inyong walang sawang pagtangkilik sa amin!	Pagandang araw po at mga misalamat sa inyong wala sa wang pagtagkilik sa amin.	magandang maraming salamat walang sawang pagtangkilik	pagandang mga misalamat wala sa wang pagtagkilik
67	cls068	review	0.519	sige po, maraming salamat sa time niyo at ingat po palagi sa byahe!	Sige po, marani salamat sa timing nyo. Kat, iya po palagi sa biya hey.	maraming time niyo at ingat byahe	marani timing nyo kat iya biya hey
78	cls079	review	0.519	thank you for your continued loyalty, nandito lang kami palagi para tumulong!	Thank you for your funding, your loyalty, and gitan ang kambay padagay pa para tumulong.	continued nandito lang kami palagi	funding your and gitan ang kambay padagay pa
87	cls088	review	0.519	sige po, babye na po at maraming salamat sa pagpili sa aming shop!	Sige po, babay na po at marami sa namad sa pangpili sa amin siya.	babye maraming salamat pagpili aming shop	babay marami namad pangpili sa amin siya
314	fup005	review	0.519	naalala ko po na sabi niyo tatawag kayo ngayong araw para sa desisyon niyo.	Naalala ko po na sarin nyo tapaw kayong araw para sa decision nyo.	sabi niyo tatawag kayo ngayong desisyon	sarin nyo tapaw kayong decision nyo
370	fup061	review	0.519	nais ko lang pong itanong kung tuloy pa rin po ang ating miting bukas.	Nais palang po kita ng puntulay pa rin po ang ating meeting bukas.	ko lang pong itanong kung tuloy miting	palang po kita ng puntulay meeting
392	fup083	review	0.519	baka po sakaling may oras na kayong pag usapan ang tungkol sa ating partnership ngayon.	Makapusakaling may oras na kayong pagbusapan na nantubod sa aking partnership ngayon.	baka po sakaling pag usapan ang tungkol ating	makapusakaling pagbusapan na nantubod aking
403	fup094	review	0.519	binabalikan ko po ang hiningi ninyong listahan ng mga bagong dating naming produkto ngayon.	Minabarikan po ang hingingin yung listahan ang mga bagong dating namin kodokto ngayon.	binabalikan ko hiningi ninyong ng naming produkto	minabarikan hingingin yung ang namin kodokto
664	obj055	review	0.519	kung nag aalangan kayo, pwede kayong mag order muna ng isa para ma test.	Kung medyaalan tayo, pwede tayong mag-order mo na ng isa para matis.	nag aalangan kayo kayong muna ma test	medyaalan tayo tayong mo na matis
677	obj068	review	0.519	wag po kayong matakot mag bayad online, secured po ang system ng gcash natin.	Bumpuk ay matakat madbayat online, secured po ang system ng G-tash natin.	wag po kayong matakot mag bayad gcash	bumpuk ay matakat madbayat g tash
710	obj101	review	0.519	wag po mag alala, marami na rin po kaming naging customer diyan sa inyo.	Kung po magalala, marami nila yung po kaming naging costumer dyan sa inyo.	wag mag alala na rin customer diyan	kung magalala nila yung costumer dyan
738	obj129	review	0.519	asahan ninyo na mananatiling maayos ang kondisyon ng item kahit pagkatapos ng taon.	Kasahal nyo naman na natiling makayos ang kondisyon na kaipin kahit pagkatapos ng taon.	asahan ninyo mananatiling maayos ng item	kasahal nyo naman natiling makayos na kaipin
1109	prd100	review	0.519	pwede pong ma delay ang restock kasi naipit sa customs ang mga produkto.	Pwede po ng delay ang resta kasi naipit sa costum sa mga produk po.	pong ma restock customs ang produkto	po ng resta costum sa produk po
141	dlv042	review	0.522	wow, ang bilis pong dumating ng parcel ninyo, nandiyan na raw agad!	Wow! Ang bilis pang dumating ng person nyo. Nan-general agad.	pong parcel ninyo nandiyan na raw	pang person nyo nan general
146	dlv047	review	0.522	naku, malapit na malapit na po yung rider sa mismong bahay ninyo!	Naku, manapid na manapid ako yung rider sa misong bahay nyo.	malapit na po mismong ninyo	manapid manapid ako misong nyo
157	dlv058	review	0.522	magkano po ang karaniwang shipping fee papunta sa inyong probinsya?	Magkana po ang kaman iyong shipping fee pa punta sa inyong province siya?	magkano karaniwang papunta probinsya	magkana kaman iyong pa punta province siya
170	dlv071	review	0.522	we partnered with lbc to ensure faster shipping to the visayas region.	Department will only to ensure faster shipping to the desayas pigeon.	we partnered with lbc visayas region	department will only desayas pigeon
188	dlv089	review	0.522	kapag bumagyo po, asahan po natin na may kaunting delay sa byahe.	Pag-bumadipo, asahan po natin na may kontin dili sa diahe.	kapag bumagyo po kaunting delay byahe	pag bumadipo kontin dili diahe
192	dlv093	review	0.522	ilang kilometro po ang layo ng bahay ninyo mula sa main highway?	Iyang kailagay ka po ang layo ng bahay ninyong malasaming highway.	ilang kilometro ninyo mula sa main	iyang kailagay ka ninyong malasaming
519	num010	review	0.522	friday po ngayon, august twenty eight, kaya medyo busy ang aming courier.	Friday po ngayon, August 28, kaya may jobisi ang anong career.	twenty eight medyo busy aming courier	28 may jobisi anong career
639	obj030	review	0.522	sorry po ha, gusto ko man kayo bigyan ng discount, bawal talaga.	Sorry po ha, gusto kumanday ibedihan ng discount, ba wal tanlada.	ko man kayo bigyan bawal talaga	kumanday ibedihan ba wal tanlada
809	pay050	review	0.522	ang huling araw po ng pagbabayad ay sa susunod na byernes pa.	Ang huli harap po ng pagbabayet isa susunod na beerless pa.	huling araw pagbabayad ay sa byernes	huli harap pagbabayet isa beerless
820	pay061	review	0.522	we strictly follow a no downpayment no processing policy for custom orders.	Ustriti-follow anong down payment ng processing policy for custom orders.	we strictly a no downpayment	ustriti anong down payment ng
823	pay064	review	0.522	please indicate your order number in the remarks section of the transfer.	Place indicator or renumber in the remark section of the transfer.	please indicate your order number remarks	place indicator or renumber remark
991	prc132	review	0.522	ise send ko po yung official quotation sa email ninyo pagkatapos ng tawag.	Isento po yung official rotation sa menu potatapos ng tawag.	ise send ko quotation email ninyo pagkatapos	isento rotation menu potatapos
1046	prd037	review	0.522	opo, sikat na sikat po ang produktong iyan sa aming mga mamimili.	Popo, sikat nasifat po ang productong yan sa aming mga naminid.	opo na sikat produktong iyan mamimili	popo nasifat productong yan naminid
1100	prd091	review	0.522	bale apat na piraso na lang po ang kasya sa isang pouch.	Balea, 4 napilasa na ng po ang kasas sa isang pouch.	bale apat piraso na lang kasya	balea 4 napilasa ng kasas
539	num030	review	0.526	twenty twenty six po ang kasalukuyang taon ng ating operasyon ngayon.	2026, buwakong pasalukuyong taon ng ating operasyon ngayon.	twenty six po ang kasalukuyang	2026 buwakong pasalukuyong
590	num081	review	0.526	reference number seven hundred po ang ibinigay sa amin kanina.	Reference number 700 po ang nabinigay sa aming ganina.	seven hundred ibinigay amin kanina	700 nabinigay aming ganina
989	prc130	review	0.526	ang nakalista po rito na bayarin ay three hundred sixty pesos.	Pagmakalista po, ito na bayarin ay 360 pesos.	ang nakalista rito three hundred sixty	pagmakalista ito 360
325	fup016	review	0.533	kung busy po kayo ngayon, kailan ko po kayo pwedeng tawagan ulit para i follow up?	Kung bisipo kayo ngayon, sayang kapukayo pwede ng tawadan ulit para i-follow up.	busy po kailan ko kayo pwedeng tawagan	bisipo sayang kapukayo pwede ng tawadan
405	fup096	review	0.533	nais ko lang itanong kung naibigay ninyo na sa inyong kaibigan ang aming flyers.	Nais ko lang yung tanong kung nai-biga yung inyo sa inyong kaibigan ng aming fires.	itanong naibigay ninyo na ang flyers	yung tanong nai biga yung inyo ng fires
466	grt057	review	0.533	hi po, magandang araw! camille here, ano pong concern ang pwede kong sagutin ngayon?	Hi! Pwang maganda araw o coming here. Ano po concern ng pwede kong sagutin nyo yun?	po magandang camille pong ang ngayon	pwang maganda o coming po ng nyo yun
32	cls033	review	0.538	once the system validates your request, ia arrange na po namin ang pickup.	Once the system validates your request, tiya arrange sa punayaman ng pay-tap.	ia na po namin ang pickup	tiya sa punayaman ng pay tap
52	cls053	review	0.538	maraming salamat po, mag iingat po kayo palagi at magandang hapon sa inyo!	Maami salamat po. Magigit po kayo pala di at madandang hakong sa inyo.	maraming mag iingat palagi magandang hapon	maami magigit pala di madandang hakong
124	dlv025	review	0.538	sigurado pong tatawag ang logistics team kapag malapit na sila sa bahay ninyo.	Sigurada pang tataw ang logistics din pag malapit na sila sa bahay nyo.	sigurado pong tatawag team kapag ninyo	sigurada pang tataw din pag nyo
138	dlv039	review	0.538	yes po, pwede niyo nang kunin ang item sa aming pick up point.	Yes po, pwede ngayon ng pwunin ng item sa amin Pick Up Why.	niyo nang kunin ang aming point	ngayon ng pwunin ng amin why
149	dlv050	review	0.538	aasikasuhin ko po agad para maipadala natin ang order ninyo mamayang gabi.	Asi kasi ninto po agad para may padalan natin ng order niyo mamayang gabi.	aasikasuhin ko maipadala ang ninyo	asi kasi ninto may padalan ng niyo
213	dlv114	review	0.538	ise separate po ang dalawang items dahil hindi sila kasya sa iisang pouch.	Isse palit po ang dalagong items dahil hindi si Dakasha sa isang pouch.	ise separate dalawang sila kasya iisang	isse palit dalagong si dakasha isang
220	dlv121	review	0.538	mag iwan na lang po kayo ng pambayad sa inyong kasama sa bahay bukas.	Pag-iwanan mo po kayang pambayat sa inyong kasama sa bahay bukas.	mag iwan na lang kayo ng pambayad	pag iwanan mo kayang pambayat
226	dlv127	review	0.538	bukas po ang aming opisina para sa mga gustong mag pick up ng order.	Bukas pa kami ang bisinat para sa mga gusto mabikap ng order.	po aming opisina gustong mag pick up	pa kami bisinat gusto mabikap
236	dlv137	review	0.538	nakadepende po sa traffic ang eksaktong oras ng pagdating ng inyong gamit.	Naka-depend di po sa traffic ng exactang oras nang pagdating ng inyong damit.	nakadepende ang eksaktong ng gamit	naka depend di ng exactang nang damit
241	dlv142	review	0.538	siguraduhin po ninyong may tao sa bahay para matanggap ang inyong order.	Sibula din pa rin yung may tao sa bahay para matpanda pang inyong order.	siguraduhin po ninyong matanggap ang	sibula din pa rin yung matpanda pang
242	dlv143	review	0.538	yung delivery partner po natin ang magti text sa inyo ng eksaktong amount.	Yung delivery partner po natin na mag-detect sa inya na exacto amount.	ang magti text inyo ng eksaktong	na mag detect inya na exacto
451	grt042	review	0.538	maaari po bang maghintay ng ilang saglit habang kinukuha ko ang inyong impormasyon?	Paali po bang maghintay na nilang secret habang kinukawa ko ang inyong informasyon?	maaari ng ilang saglit kinukuha impormasyon	paali na nilang secret kinukawa informasyon
543	num034	review	0.538	eight years na po kaming naglilingkod sa ating lokal na komunidad ngayon.	8 years na po kami nag-living kod sa ating lokal na kumunidad niyan.	eight kaming naglilingkod komunidad ngayon	8 kami nag living kod kumunidad niyan
692	obj083	review	0.538	nakakasiguro po kayong safe ang inyong details, hindi po namin iyan ipagkakalat.	Nakakasigong mo po kayo safe ang inyong details. Hindi po naring yan di pagpakalat.	nakakasiguro kayong namin iyan ipagkakalat	nakakasigong mo kayo naring yan di pagpakalat
790	pay031	review	0.538	wag po kayong mag alala, ibabalik namin ang inyong pera sa lalong madaling panahon.	Mabukayong mag-alala, ibabalit namin ng inyong pera sa narong madaling panakon.	wag po kayong ibabalik ang lalong panahon	mabukayong ibabalit ng narong panakon
1086	prd077	review	0.538	iche check ko muna kung may naitabi pa kami galing sa last shipment.	Ito check kung muna, kung may night, sabi pang migaling sa Last Shipment.	iche ko naitabi pa kami galing	ito kung night sabi pang migaling
1091	prd082	review	0.538	hindi po siya pwede sa labas, pang indoor use lang po talaga siya.	Hindi po siya pwede sa labas pa nindoor justo na puta lagos siya.	pang indoor use lang po talaga	pa nindoor justo na puta lagos
1103	prd094	review	0.538	kung wala pong medium, baka gusto niyo po i try yung freesize namin?	Kung wala po medyong baka buxier po i-try ang free size namin.	pong medium gusto niyo yung freesize	po medyong buxier ang free size
452	grt043	review	0.545	sandali po lamang, ipapasa ko ang inyong tawag sa tamang departamento.	Sandali po lang, ipapasa kong inyong tavo sa tamang department o.	lamang ko ang tawag departamento	lang kong tavo department o
458	grt049	review	0.545	paumanhin po, sarado na kami tuwing five pm. mag iwan na lang po ng mensahe.	Pamaninig po sa lada na kami at 2-5 pm, mag-iwan na lang po namin sa hey.	paumanhin sarado tuwing five ng mensahe	pamaninig sa lada at 2 5 namin sa hey
542	num033	review	0.545	ten thirty am po magbubukas ang pinakamalapit naming branch sa inyo.	10.30 am po, magbumukas ang pinakamalapid namin branch sa inyo.	ten thirty magbubukas pinakamalapit naming	10 30 magbumukas pinakamalapid namin
558	num049	review	0.545	six boxes po ng kulay blue ang natitira sa aming main inventory.	6 boxes punang ulaibu ang matitira sa aming main inventory.	six po ng kulay blue natitira	6 punang ulaibu matitira
604	num095	review	0.545	august twenty eight po ang tamang date ngayon sa ating sistema.	Pocus na di po ang tamang dating niyan sa ating sistema.	august twenty eight date ngayon	pocus na di dating niyan
630	obj021	review	0.545	pasensya na po kung medyo malayo ang pwesto namin sa inyo.	Pasensyon na po ako may mahalay ang puesto namin sa inyo.	pasensya kung medyo malayo pwesto	pasensyon ako may mahalay puesto
653	obj044	review	0.545	ilalagay ko muna sa inyong cart para hindi ninyo makalimutan mamaya.	Zalagay ko muna sa inyong park para hindi niya makahingyuntan namaya.	ilalagay cart ninyo makalimutan mamaya	zalagay park niya makahingyuntan namaya
862	prc003	review	0.545	good news po, pasok yung order niyo sa free shipping natin!	Pwede nus po, masak yung ordering niya sa free shipping natin.	good news pasok order niyo	pwede nus masak ordering niya
