index	code	severity	small_ratio	turbo_ratio	likely_words	expected	small	turbo
541	num032	small_only	0.462	0.75	seven, twenty, pesos, niyong, i, gcash, account	seven twenty pesos po ang dapat niyong i transfer sa aming gcash account.	$7.20 po ang dapat nyo e-transfer sa aming G-tash akong.	P720 po ang dapat niyong i-transfer sa aming GTash account.
331	fup022	small_only	0.37	0.846	pasensya, na, po, kung, nakakaistorbo, trabaho, ganitong, ngayon	pasensya na po kung nakakaistorbo ako sa inyong trabaho sa ganitong oras ngayon.	Pasensyon ako naka-install. Bua ako sa inyong nabawa sa danitong oras niya yun.	Pasensya na po kung nakakaistolbo ako sa inyong trabaho sa danitong oras ngayon.
439	grt030	small_only	0.483	0.733	hi, po, si, karen, maa, ang, niyo	hi po! si karen po ito, paano ko po maa assist ang concern niyo today?	Haipo siga'y ba ito? Paano ko po ma-assist ng concern nyo today?	Hi po si Lain po ito. Paano ko po ma-assist ng concern nyo today?
527	num018	small_only	0.37	0.846	nine, am, magsisimulang, tumanggap, tawag, mula, sa, kliyente	nine am po kami magsisimulang tumanggap ng mga tawag mula sa mga kliyente.	Nain din po kami magsisima ng tumandot ng mga tavag mo lasong mga cliente.	Nain din po kami magsisimulang tumanggap ng mga tawag mula sa mga kliyente.
834	pay075	small_only	0.385	0.833	idadagdag, po, namin, ang, utang, na, cycle	idadagdag po namin ang utang ninyo sa inyong susunod na billing cycle.	Ida-da-da punay may nang utani ninyo sa inyong susunod ng billing ticker.	Itadagdag po namin ang utang ninyo sa inyong susunod na billing feature.
848	pay089	small_only	0.435	0.783	tatlong, buwan, huhulugan, ang, kinuha, package, sa	tatlong buwan po ninyong huhulugan ang inyong kinuha na package sa amin.	Takambuan po ninyong huluban ng inyong kinuhaw na pake siya amin.	Tagambuan po ninyong kukuluban ang inyong kinuha na package sa amin.
867	prc008	small_only	0.435	0.783	sulit, na, libre, rin, pagpapa	sulit na sulit po ito dahil libre na rin ang pagpapa deliver.	Suwet sa suwet po ito dahil libe namin ang pagpapad deliver.	Sulit na sulit po ito dahil libi na rin ang pagpapagdeliver.
475	grt066	small_only	0.5	0.72	naman, po, id, niyo, mahanap, ko, agad	pakibigay naman po ang order id niyo para mahanap ko agad sa system.	Pakibigay nang magpo ang order idio para maharap coven sa system.	Pakibigay naman po ang order IDO para makahanap ko event sa system.
959	prc100	small_only	0.5	0.72	kung, bibilangin, natin, ng, siyam, na, libo	kung bibilangin po natin lahat, pumatak po ng siyam na libo ang bill.	Pumbibianin po nating lahat, pumatak po nang shamda nibo ang bill.	Kung bibiyahin po natin lahat, pumatak po ng 7,000 ang bill.
836	pay077	small_only	0.48	0.741	tatanggapin, ng, eksaktong, bayad, ninyo, sukli	tatanggapin po ba ng rider ang eksaktong bayad o kailangan ninyo ng sukli?	Tapandopin po ba nang rider ang exakang bayat o kailangan yung nasuklee?	Tapan papain po ba ng rider ang eksaktong bayad o kailangan ninyo na sukle?
744	obj135	small_only	0.483	0.741	naiintindihan, mahirap, magtiwala, kaya, akong, magbigay	naiintindihan ko po na mahirap magtiwala ngayon, kaya handa akong magbigay ng patunay.	Naintindihan ko po na mahilap mo tiwa lang ngayon. Tiya handa ako mo bigay ng patunay.	Naiintindihan ko po na mahilap mong tiwala ngayon kaya handa akong mabigay ng patunay.
897	prc038	small_only	0.476	0.75	huwag, pong, mabahala, nating, i, refund, sumobra	huwag pong mabahala, pwede naman po nating i refund kapag may sumobra.	Magpumabahala, pwede naman po natin nilifan kapag may sumoba.	Huwag po mabahala, pwede naman po natin i-refund kapag may sumoba.
279	eng030	small_only	0.5	0.727	we, require, a, fifty, percent, downpayment	we require a fifty percent downpayment before starting your custom order.	Repire 50% dump payment before starting your custom order.	We require a 50% down payment before starting your custom order.
384	fup075	small_only	0.4	0.828	pasensya, kung, na, ulit, ang, pagtawag, po, talagang, makasiguro	pasensya na po kung na ulit ang pagtawag ko, nais ko lang po talagang makasiguro.	Pasensyon na po ako naulit ng pangtawa ko. Nais ko lang putan na lang makasiguno.	Pasensya na po kung naulit ang pagtawag ko. Nais ko lang po talagang makasigurong.
323	fup014	small_only	0.444	0.786	ko, lang, po, kamustahin, nakuha, nang, maayos, ang	nais ko lang po kamustahin kung nakuha na ninyo nang maayos ang inyong package.	Nais, palang pukamustayin kung nakuku ka na ninyo ng maayas ng inyong package.	Maayos ko lang po kumustahin kung nakuha na ninyo ng maayos ang inyong package.
622	obj013	small_only	0.48	0.75	humihingi, po, naabot, ang, inaasahan, ninyo	humihingi po ako ng tawad kung hindi namin naabot ang inaasahan ninyo.	Kung may sinipu ako ng tawad kung hindi namin ahabot namin asahanin nyo.	Humihini po ako ng tawad kung hindi namin nahabot ang inasahan ninyo.
941	prc082	small_only	0.48	0.75	kung, idadagdag, yung, aabot, five, thousand	kung idadagdag po natin yung accessories, aabot po tayo ng five thousand.	Po idat-adad po natin ang accessories, ahabot po tayo ng 5,000.	Kung idadagdag po natin yung accessories, ahabot po tayo ng 5,000.
481	grt072	small_only	0.462	0.769	titignan, ko, aming, listahan, kung, kumpirmado, naging	titignan ko muna sa aming listahan kung kumpirmado na ang inyong naging transaksyon.	Titing na kong muna sa amilistahan kong permadal na ang inyong maging transaksyon.	Titignan ko muna sa aming listahan kung confirmado na ang inyong maging transaction.
1003	prc144	small_only	0.462	0.769	computation, po, nito, base, kinuha, ninyong, kanina	ang computation po nito ay base sa dami ng kinuha ninyong produkto kanina.	Ang competition punito ay basu sa dami ng kinuhayin niyang produkto kani na.	Ang computation po nito ay basa sa dami ng kinuhay niyang produkto kanina.
249	dlv150	small_only	0.4	0.833	ninyong, tawagan, ang, numero, kapag, nandiyan, na	pwede po ninyong tawagan ang numero ng driver kapag nandiyan na siya.	Pwede po ninyo Tagalog na nang number ng driver ko apag nanjana siya.	Pwede po ninyong tawagan ng numero ng driver kapag nandyan na siya.
705	obj096	small_only	0.4	0.833	hayaan, ninyong, gaano, kaganda, ang, ginamit, materyales	hayaan ninyong ipakita ko kung gaano kaganda ang ginamit na materyales dito.	Hayanin yung ipakita ko kung baka ano ka gandaan dinamit na matayales dito.	Hayaan ninyong ipakita ko kung gaano kaganda ang dinamit na materiales dito.
559	num050	small_only	0.476	0.762	ten, po, magtatapos, malaking, end, of	september ten po magtatapos ang ating malaking end of season sale.	September pin pumag tapakos ang ating manaking endang season sale.	September 15, pumagtatapos ang ating malaking end of season sale.
820	pay061	small_only	0.522	0.72	we, strictly, a, no, downpayment	we strictly follow a no downpayment no processing policy for custom orders.	Ustriti-follow anong down payment ng processing policy for custom orders.	We strictly follow a non-down payment of processing policy for custom orders.
910	prc051	small_only	0.385	0.857	binigay, ninyong, naku, po, pasensya, na, dahil, valid	naku po, pasensya na dahil hindi na po valid yung binigay ninyong voucher code.	Nakopo, pasensyan ang dahay hindi na bubalay din binigayin yung voucher code.	Nako po, pasensya na dahil hindi na po valid yung binigay niyong voucher code.
376	fup067	small_only	0.429	0.815	kung, sakaling, may, mairekomenda, kayong, bibigyan, libreng	kung sakaling may mairekomenda kayong kakilala, bibigyan namin kayo ng libreng shipping ngayon.	Usakaling mo'y mag-recomenda kayo kakilala, bibil yan namin kayo ng living shipping ngayon.	Kung sakaling may ma-recommenda kayong kakilala, bibigyan namin kayo ng living shipping ngayon.
216	dlv117	small_only	0.48	0.769	hintayin, niyo, na, lang, ni, shopee, tungkol	hintayin niyo na lang po ang text ni shopee tungkol sa delivery ninyo.	Pintayin nilang po ang text na siya apitong ko sa delivery ninyo.	Pintayin nyo na lang po ang text na Shopee tungkol sa delivery ninyo.
830	pay071	small_only	0.48	0.769	paki, sigurado, po, na, tama, ilalagay, ninyo	paki sigurado po na tama ang reference number na ilalagay ninyo sa form.	Ok, siguro ako natama ang reference number na iyaladayin nyo sa form.	Okay, sigurado po na tama ang reference number na ilaladay nyo sa form.
217	dlv118	small_only	0.5	0.75	araw, inaabot, kapag, sa, loob, siyudad	isang araw lang po ang inaabot kapag sa loob lang ng siyudad.	Isang karaw lang po ang inakabot na pagsalob lang ng sure dad.	Isang karaw lang po ang hinahabot kapag sa lobi lang ng siyudad.
926	prc067	small_only	0.5	0.75	ipadadala, ko, kumpletong, breakdown, babayaran, niyo	ipadadala ko po sa inyo ang kumpletong breakdown ng mga babayaran niyo.	Tipadadan ako po sa inyo ang kompetong bait na ng mga babayano.	Ipadadala ko po sa inyo ang kompletong breakdown ng mga babayahan nyo.
1085	prd076	small_only	0.483	0.769	life, umaabot, walong, oras, tuloy	yung battery life po nito ay umaabot ng walong oras na tuloy tuloy.	Yung battery raise po nito ay ang abot ng 8 o'clock na ito may tulori.	Yung battery race po nito ay umabot ng 8 oras na tuloy-tuloy.
43	cls044	small_only	0.357	0.897	po, ulit, kami, kapag, kailangan, pa, namin, karagdagang, impormasyon	tatawag po ulit kami kapag kailangan pa namin ng karagdagang impormasyon mula sa inyo.	Tatawag bukulit ng mika pag-vela ng panamin ng karagdadang information mula sa inyo.	Tatawag po ulit kami kapag kailangan pa namin ng talagdad ng impormasyon mula sa inyo.
52	cls053	small_only	0.538	0.72	maraming, mag, iingat, palagi, magandang, hapon	maraming salamat po, mag iingat po kayo palagi at magandang hapon sa inyo!	Maami salamat po. Magigit po kayo pala di at madandang hakong sa inyo.	Maraming salamat po. Maghihihit po kayo paladi at madandang hapon sa inyo.
74	cls075	small_only	0.5	0.759	po, maraming, siguradong, magugustuhan, niyo, item	maraming salamat po sa pag order, siguradong magugustuhan niyo po ang item na ito!	Parami, salamat sa pag-order. Sigurad na mabuso ang yung hi-ten na ito.	Maraming salamat po sa pag-order. Siguradong mabukos sa inyo po ang khaitan na ito.
1088	prd079	small_only	0.444	0.815	o, po, kayo, ngayon, iseseparate, ko, ninyo	kung o order po kayo ngayon, iseseparate ko na po yung item ninyo.	Kung waw order buhay mo yun, is it separate na po yung item dinyo.	Kung o-order po kayo ngayon, isi-separate po na po yung item ninyo.
738	obj129	small_only	0.519	0.741	asahan, ninyo, mananatiling, maayos, ng, item	asahan ninyo na mananatiling maayos ang kondisyon ng item kahit pagkatapos ng taon.	Kasahal nyo naman na natiling makayos ang kondisyon na kaipin kahit pagkatapos ng taon.	Kasahin nyo naman na natiling maayos ang kondisyon ng item kahit pagkatapos ng taon.
849	pay090	small_only	0.462	0.8	kapag, dagdag, na, charge, five, percent	kapag card po ang gamit, may dagdag na bank charge na five percent.	Tapag-card po ang gamit may day that the bank charged you 5%.	Kapag card po ang gamit, may dagdag na bang charge na 5%.
901	prc042	small_only	0.462	0.8	aayusin, ko, ang, presyo, para, budget, niyo	sige po, aayusin ko ang presyo para pasok sa budget na sinabi niyo.	Sige po, ayusin kong price mo kala pasok sa Biden na sinabi nyo.	Sige po, ayosin kang presyo para pasok sa budget na sinabi niyo.
1038	prd029	small_only	0.462	0.8	sakto, kakadating, lang, ng, bagong, kanina	yes po, sakto dahil kakadating lang ng mga bagong stocks natin kanina.	Yes po, sak pa dahil takadating nga nga mga bakong stocks natin din na.	Yes po, sakta dahil kakadating lang ng mga bagong stocks natin dyan na.
781	pay022	small_only	0.435	0.833	po, ang, inyong, ibinayad, kaya, pong, sukli	sakto po ang inyong ibinayad kaya wala na pong sukli na kailangan.	Sakto pa rin yung binayat ayaw, wala na pungsuklin na kailangan.	Sakto po ang inyong ibinayat kayo. Wala na pong sukli na kailangan.
192	dlv093	small_only	0.522	0.75	ilang, kilometro, ninyo, mula, sa, main	ilang kilometro po ang layo ng bahay ninyo mula sa main highway?	Iyang kailagay ka po ang layo ng bahay ninyong malasaming highway.	Yung katakita po ang layo ng bahay niyo mula sa main highway?
862	prc003	small_only	0.545	0.727	good, news, pasok, order, niyo	good news po, pasok yung order niyo sa free shipping natin!	Pwede nus po, masak yung ordering niya sa free shipping natin.	Pwede niyos po, pasok yung order niya sa free shipping natin.
981	prc122	small_only	0.545	0.727	your, comes, seven, thousand, eight, hundred	your total bill comes out to exactly seven thousand eight hundred pesos.	Yur total bill thumbs out to exactly 7,800 pesos.	Your total bill comes out to exactly 7,800 pesos.
873	prc014	small_only	0.364	0.909	sobrang, baba, po, ng, presyo, diyan, kumpara	sobrang baba na po ng presyo natin diyan kumpara sa iba.	Sogram barba na punang priceon natin dyan kung para sa iba.	Sobrang baba na po ng presyo natin dyan kumpara sa iba.
1086	prd077	small_only	0.538	0.741	iche, ko, naitabi, pa, kami, galing	iche check ko muna kung may naitabi pa kami galing sa last shipment.	Ito check kung muna, kung may night, sabi pang migaling sa Last Shipment.	I-check ko muna kung may night tabi pa kaming galing sa last shipment.
135	dlv036	small_only	0.48	0.8	ninyo, ipapadala, na, ito, mamayang, mismo	sakto po ang dating ninyo, ipapadala na namin ito mamayang hapon mismo!	Sakto po ang dating nyo, papadala namin to mama ang hapon nis mo.	Sakto po ang dating niyo. Ipapadala na namin ito mamay ang hapon mismo.
523	num014	small_only	0.48	0.8	ten, percent, makukuha, ninyo, kinuha, buong	ten percent discount po ang makukuha ninyo kapag kinuha ninyo ang buong set.	10% discount po ang makukukahanin nyo kapag kinunghanin nyo ang bong set.	10% discount po ang makukuha ninyo kapag kinunghan ninyo ang buong set.
537	num028	small_only	0.48	0.8	seven, pm, po, tumawag, ulit, ang, ninyo	seven pm po kayo tumawag ulit para malaman ang status ng order ninyo.	7 pimpu kayo tumawabulit para malaman na status ng order in nyo.	7pm po kayo tumawag ulit para malaman ang status ng order nyo.
609	num100	small_only	0.56	0.72	twelve, noon, eksaktong, oras, ng	twelve noon po ang eksaktong oras ng pagdating ng shipment sa warehouse.	Dwell na'n po ang exakang olas ng pagdating na shipment sa warehouse.	12 o'n po ang exact oras ng pagdating ng shipment sa warehouse.
132	dlv033	small_only	0.5	0.783	yehey, pasok, po, ang, ninyo, promo	yehey, pasok po ang order ninyo para sa aming free shipping promo!	Yay! Paso ko order nyo para sa aming free shipping prom mo!	Yay! Pasok ang order nyo para sa aming free shipping promo.
344	fup035	small_only	0.552	0.733	kung, nasiyahan, po, kayo, serbisyo, ikuwento, kaibigan	kung nasiyahan po kayo sa aming serbisyo, pwede niyo kaming ikuwento sa inyong mga kaibigan.	Puna siyahan pukay sa aming servicio. Pwede niyo kaming kuwenta sa inyong mga kaibidyan.	Kung nasiyahan po kayo sa aming serbisyo, pwede nyo kami ikwenta sa inyo mga kaibigan.
125	dlv026	small_only	0.5	0.786	sagot, na, po, shipping, sakaling, magka, ulit	sagot na po namin ang shipping fee kung sakaling magka problema ulit sa courier.	Sabudap mo namin ang shooting fee kung saka nang muda problema maulit sa courier.	Sabot na po namin ang shipping fee kung saka ninuda problema ulit sa courier.
506	grt097	small_only	0.429	0.857	pasensya, po, ulit, ginagawa, na, ang, paraan	pasensya na po ulit sa delay, ginagawa na po namin ang lahat ng paraan.	Pasang siya na pulit sa delay, di nago ko namin ng lahat ng paan.	Pasensya na po ulit sa delay. Tinagawa na po namin ang lahat ng paan.
78	cls079	small_only	0.519	0.769	continued, nandito, lang, kami, palagi	thank you for your continued loyalty, nandito lang kami palagi para tumulong!	Thank you for your funding, your loyalty, and gitan ang kambay padagay pa para tumulong.	Thank you for your pointing and loyalty. Nandito lang kami palagi pa at tumulong.
543	num034	small_only	0.538	0.75	eight, kaming, naglilingkod, komunidad, ngayon	eight years na po kaming naglilingkod sa ating lokal na komunidad ngayon.	8 years na po kami nag-living kod sa ating lokal na kumunidad niyan.	8 years na po kami naglilingkod sa ating lokal na komunidad niyon.
664	obj055	small_only	0.519	0.769	nag, aalangan, kayo, kayong, muna, ma, test	kung nag aalangan kayo, pwede kayong mag order muna ng isa para ma test.	Kung medyaalan tayo, pwede tayong mag-order mo na ng isa para matis.	Kung nagyaalaman kayo, pwede kayong mag-order muna ng isa para matest.
1091	prd082	small_only	0.538	0.75	pang, indoor, use, lang, po, talaga	hindi po siya pwede sa labas, pang indoor use lang po talaga siya.	Hindi po siya pwede sa labas pa nindoor justo na puta lagos siya.	Hindi po siya pwede sa labas. Pangendorious na po talaga siya.
564	num055	small_only	0.435	0.857	october, thirteen, birthday, ng, aming, ngayong	october thirteen po ang birthday ng aming business partner ngayong taon.	Paktobr 13 po ang birte na hamming business partner niya yung taon.	October 13, ang birthday ng aming business partner ngayong taon.
392	fup083	small_only	0.519	0.774	baka, po, sakaling, pag, usapan, ang, tungkol, ating	baka po sakaling may oras na kayong pag usapan ang tungkol sa ating partnership ngayon.	Makapusakaling may oras na kayong pagbusapan na nantubod sa aking partnership ngayon.	Maka po sakaling may oras na kayong pag-usapan na ito po sa ating partnership ngayon.
514	num005	small_only	0.556	0.737	twenty, eight, date, ngayon, kalendaryo	august twenty eight po ang date ngayon sa ating kalendaryo.	August 28 po ang digyan sa ating calendario.	August 28 po ang date niyan sa ating kalendaryo.
1032	prd023	small_only	0.476	0.818	opo, pa, po, tayong, tatlong, piraso	opo, meron pa po tayong tatlong piraso na natitira sa store.	Kopo, meron paputayin tad lam pirasan na natitira sa store.	Opo, meron pa po tayong tatlang pirasa na natitira sa store.
7	cls008	small_only	0.462	0.833	sigurado, pong, matatanggap, nang, maayos, binili	sigurado pong matatanggap ninyo nang maayos ang lahat ng inyong binili ngayon.	Sige ron ay pumakatantap ninyo ng mga ayas ang lahat ng inyong bindi ngayon.	Sigurado po matatanggap ninyo na maayos ang lahat ng inyong binili ngayon.
1048	prd039	small_only	0.462	0.833	po, available, ang, mula, small, hanggang	yes po, available ang lahat ng sizes mula small hanggang extra large.	Yes, baka video ba lahat ng sizes mo last month ang nang extra-large?	Yes po, Avin, nabahal lahat ng sizes, mula small hanggang extra large.
845	pay086	small_only	0.483	0.815	nag, fail, paki, muna, balance, ng, account	kung nag fail po ang transfer, paki check muna ang balance ng inyong account.	Kung mag-faith po ang transfer, bakit check mo na ang balas na inyong aham.	Kung nag-fave po ang transfer, pakicheck muna ang balance ng inyong account.
320	fup011	small_only	0.516	0.786	receive, ninyo, narito, ako, tumawag, pabalik	na receive ko po ang miss call ninyo kaya narito ako para tumawag pabalik.	Na-diseip ko po ang miss call in niyo kaya na rito ko para tomawad po balay.	Na-receive ko pong miss call ninyo kaya narito ako para tumawag po balik.
144	dlv045	small_only	0.435	0.87	handa, ang, inyong, naghihintay, lang, sa, rider	handa na po ang inyong package at naghihintay na lang sa rider!	Handan na po yung package at naki-himpay na nang surider.	Handa na po yung package at naghihintay na lang sa rider.
314	fup005	small_only	0.519	0.786	sabi, niyo, tatawag, kayo, ngayong, desisyon	naalala ko po na sabi niyo tatawag kayo ngayong araw para sa desisyon niyo.	Naalala ko po na sarin nyo tapaw kayong araw para sa decision nyo.	Naalala ko po na sabi nyo, tatawag kayo ngayong araw para sa decision nyo.
639	obj030	small_only	0.522	0.783	ko, man, kayo, bigyan, bawal, talaga	sorry po ha, gusto ko man kayo bigyan ng discount, bawal talaga.	Sorry po ha, gusto kumanday ibedihan ng discount, ba wal tanlada.	Sorry po, ha. Gusto ko manda ibigyan ng discount. Bawal talaga.
809	pay050	small_only	0.522	0.783	huling, araw, pagbabayad, ay, sa, byernes	ang huling araw po ng pagbabayad ay sa susunod na byernes pa.	Ang huli harap po ng pagbabayet isa susunod na beerless pa.	Ang halihara po ng pagbabayad ay sa susunod na beerless pa.
823	pay064	small_only	0.522	0.783	please, indicate, your, order, number, remarks	please indicate your order number in the remarks section of the transfer.	Place indicator or renumber in the remark section of the transfer.	Place Indicator Order Number in the Remarks section of the Transfer.
213	dlv114	small_only	0.538	0.769	ise, separate, dalawang, sila, kasya, iisang	ise separate po ang dalawang items dahil hindi sila kasya sa iisang pouch.	Isse palit po ang dalagong items dahil hindi si Dakasha sa isang pouch.	I-separate po ang dalawang items dahil hindi sila kasha sa isang pouch.
526	num017	small_only	0.56	0.75	six, eighty, pesos, presyo, piraso, aming	six eighty pesos po ang presyo ng bawat isang piraso sa aming shop.	$6.80 po ang pressure ng bawat isang peraso sa anong shop.	P680 po ang presyo ng bawat isang peraso sa aming shop.
888	prc029	small_only	0.56	0.75	siningil, ay, yung, nakalagay, resibo	garantisado po na ang siningil ko lang ay yung nakalagay sa resibo.	Garantisado po na ang siya ko lang ayun na ka-day sa receibo.	Garantisado po na ang single call lang ay yung nakaraday sa resibo.
147	dlv048	small_only	0.48	0.833	ang, address, ninyo, mabilis, itong, makakarating	madali lang po hanapin ang address ninyo kaya mabilis po itong makakarating.	Madali lang po hanapin ng adesin nyo kaya mag-base po ito makakateng.	Madali lang po hanapin ng address ninyo kaya mabilis po itong makakating.
725	obj116	small_only	0.48	0.833	wag, po, kayong, policy, niyo, magustuhan	wag po kayong matakot, may return policy tayo kung hindi niyo magustuhan.	Mampu ka yung matakot, may return para si Tayo kung hindi niya magsukhan.	Pag po kayong matakot, may return policy tayo kung hindi niya magustuhan.
1024	prd015	small_only	0.5	0.818	pasensya, medyo, matagal, mag, restock	pasensya na, medyo matagal pa bago mag restock niyan sa supplier.	Masensyon na, medy mo Tagalog pa bago mo ng AIStaff niyan sa supplier.	Masensya na medyo matagal pa bago mag-aistock niyan sa supplier.
157	dlv058	small_only	0.522	0.8	magkano, karaniwang, papunta, probinsya	magkano po ang karaniwang shipping fee papunta sa inyong probinsya?	Magkana po ang kaman iyong shipping fee pa punta sa inyong province siya?	Magana po ang karaniyong shipping fee papunta sa inyong probinsya?
5	cls006	small_only	0.48	0.846	wag, po, kayong, babantayan, ko, hanggang, dumating	wag po kayong mag alala, babantayan ko mismo ang inyong order hanggang dumating.	Magpukoy mag-alala. Mabantayan kung mismo ang inyong order hang dandang matim.	Huwag po kayong mag-alala. Mabantayan ko mismo ang inyong order hanggang dumating.
163	dlv064	small_only	0.609	0.72	i, track, niyo, nila, gamit, ang	i track niyo na lang po sa website nila gamit ang reference number.	Itlock na lang po sa website nilagang itang reference number.	Itlock nyo na lang po sa website nila, ganit ang reference number.
23	cls024	small_only	0.571	0.762	three, hundred, sukli, ibibigay, ng	three hundred po ang inyong sukli na ibibigay ng rider bukas.	300 po ang inyong sukay na ibebegay na rider bukas.	300 po ang inyong sukay na ibibigay ng rider bukas.
599	num090	small_only	0.571	0.762	one, sa, susunod, nating, delivery	september one po ang date para sa susunod nating delivery schedule.	September 1 po ang date para sasusuna datang device schedule.	September 1 ang date para sa susunod dating delivery schedule.
641	obj032	small_only	0.5	0.833	mga, maaari, ninyong, ang, upang, makasiguro	maaari ninyong basahin ang aming mga reviews upang kayo ay mas makasiguro.	Baka rin yung basahin at aming reviews pa kayo ay mas makasigubo.	Maaari ninyong basahin ang aming mga reviews pa kayo ay mas makasigubo.
770	pay011	small_only	0.583	0.75	namin, ang, okay, niyo, ipa, pack	okay na po ang payment niyo, ipa pack na namin ang inyong order.	Bokin na po ang payment nyo, ipapaklan namin na inyong order.	Okay na po ang payment nyo. Ipapakla namin ang inyong order.
928	prc069	small_only	0.5	0.833	yung, nakalagay, resibo, ay, mismong, hinihingi	yung nakalagay po sa resibo ay ang mismong halaga na hinihingi namin.	Di na kailay po sa resebo ang mesmong halaga na hinigini namin.	Yung nakalagay po sa resibo ay ang mismo halaga na hiniginay namin.
358	fup049	small_only	0.417	0.917	makakaasa, kayong, hihintayin, pagbabalik, ninyo, ng, tulong	makakaasa kayong hihintayin ko ang inyong pagbabalik tuwing kailangan ninyo ng tulong.	Maka kasakayong higitayin ko ang inyong pang babalay. Tuwing kailangan inyong nagtulog.	Makakasa kayong hihintayin ko ang inyong pagbabalik tuwing kailangan ninyo ng tulong.
681	obj072	small_only	0.615	0.72	huwag, makatipid, nang, isinasakripisyo, ang	huwag kayong mag alala, tutulungan ko kayong makatipid nang hindi isinasakripisyo ang kalidad.	Kung kayong mag-alala, tutulungan ko kayong makaktipay ng hindi sininasak pipisyong kalidad.	Huwag kayong mag-alala, tutulungan ko kayong makaktipayad ng hindi sinasaktipisyong kalidad.
971	prc112	small_only	0.455	0.88	yung, susunod, payment, niyo, po, naka, schedule, katapusan	yung susunod na payment niyo po ay naka schedule sa katapusan ng buwan.	Binsus na napimidipo ay nakaskadol sa katapaposan ng buwan.	Yung susunod na payment po ay naka-schedule sa katapusa ng buwan.
586	num077	small_only	0.609	0.727	six, fifty, pesos, bayad, para	six fifty pesos po ang bayad para sa standard delivery service natin.	$6.50 po ang bayan pa sa standard delivery service natin.	P650 po ang bayan para sa standard delivery service natin.
496	grt087	small_only	0.562	0.774	magandang, hapon, pwede, bang, malaman, ang, niyo	magandang hapon! ito po ang customer service natin, pwede ko po bang malaman ang concern niyo?	Mabiandang hapo, ito po ang customer service natin. Puwede ko po mga raman ng concern nyo.	Mabendang hapon. Ito po ang customer service natin. Pwede ko po malaman ng concern nyo?
386	fup077	small_only	0.5	0.839	makakaasa, kayong, ibibigay, ang, reserbang, naka, assign	makakaasa kayong hindi namin ibibigay sa iba ang reserbang item na naka assign sa inyo.	Makakakasak ako yung hindi namin, ilibe kay sa iba akong the servile item na nakakasahin sa inyo.	Makakaasa kayong hindi namin ilibigay sa iba kang reserve ang item na naka-assign sa inyo.
944	prc085	small_only	0.417	0.923	siningil, po, kayo, ng, nag	siningil po kayo ng extra dahil nag request po kayo ng express delivery.	Sinigil bukayo na extra dahil nai-request bukayo na Express Delivery.	Siningyad po kayo ng Extra dahil nag-request po kayo ng Express Delivery.
34	cls035	small_only	0.593	0.75	mangyaring, itago, para, transaksyon	mangyaring itago ang inyong reference number para sa mga susunod ninyong transaksyon.	Mon niya rin ita ko ang inyong reference number pa sa mga susunod ninyong transaction.	Nangyaring, ipagawa ng inyong reference number para sa mga susunod ninyong transaksyon.
432	grt023	small_only	0.56	0.786	po, aming, shop, ako, pala, ano, pong, hanap	magandang araw! welcome po sa aming shop. ako pala si liza, ano pong hanap natin?	Magandang araw, welcome sa Amyshark. Pakopala si Liza, panapunghan natin.	Maganda araw. Welcome po sa aming shop. Ako pala si Liza. Panapuhanap natin.
649	obj040	small_only	0.56	0.786	niyo, na, lang, nakausap, si, mister	sige po, i message niyo na lang ako kapag nakausap niyo na si mister.	Sige po, i-message siya nalang ako kapag nakawasap na sinister.	Sige po, i-message yun na lang ako kapag nakausap yun na si Mr.
47	cls048	small_only	0.435	0.917	confirmed, na, po, ang, inyong, ready	yay, confirmed na po ang inyong order at ready na for shipping!	Yay! Confirm that ball in your order at Reddina for shipping.	Yay! Confirm na po ang inyong order at ready na for shipping.
141	dlv042	small_only	0.522	0.833	pong, parcel, ninyo, nandiyan, na, raw	wow, ang bilis pong dumating ng parcel ninyo, nandiyan na raw agad!	Wow! Ang bilis pang dumating ng person nyo. Nan-general agad.	Wow! Ang bilis pong dumating ng person nyo! Nandiyan na raw agad!
146	dlv047	small_only	0.522	0.833	malapit, na, po, mismong, ninyo	naku, malapit na malapit na po yung rider sa mismong bahay ninyo!	Naku, manapid na manapid ako yung rider sa misong bahay nyo.	Nako, malapit na malapit na po yung rider sa mismong bahay nyo.
1046	prd037	small_only	0.522	0.833	opo, na, sikat, produktong, iyan, mamimili	opo, sikat na sikat po ang produktong iyan sa aming mga mamimili.	Popo, sikat nasifat po ang productong yan sa aming mga naminid.	Opo, sikat na sikat po ang produktong yan sa aming mga maminili.
1100	prd091	small_only	0.522	0.833	bale, apat, piraso, na, lang, kasya	bale apat na piraso na lang po ang kasya sa isang pouch.	Balea, 4 napilasa na ng po ang kasas sa isang pouch.	Bale, apat na pirasa na lang po ang kaso sa isang pouch.
187	dlv088	small_only	0.64	0.72	paki, check, para, kumpirmasyon, ng	paki check po ang inyong email para sa kumpirmasyon ng inyong tracking number.	Pakachet po ang inyong email pa sa comparmasyon na inyong tracking number.	Pakicheck po ang inyong email pa sa kompirmasyon ng inyong tracking number.
363	fup054	small_only	0.64	0.72	tumatawag, na, ang, inaabangan, ninyong	tumatawag ako para i update kayo na dumating na ang inaabangan ninyong kulay.	Temataw ako para i-update kayo na dumating nani naaban yung kulay.	Tagalog ako para i-update kayo na dumating na inaabahan niyong kulay.
